   7.71181202       6.05563736       2.30960083    
   8.46973991       6.43302822       1.81896400    
   9.22766781       6.81041908       1.32832718    
   9.98559570       7.18780994      0.837690294    
   9.22766781       7.56520081      0.347053409    
   8.46973991       7.94259167      0.837690294    
   7.71181202       8.31998253       1.32832718    
   6.95388412       8.69737339       1.81896400    
   6.19595623       9.07476425       2.30960083    
   5.43802834       9.45215511       2.80023766    
   4.68010044       9.82954597       3.29087448    
   3.92217278       9.45215511       3.78151131    
   3.16424513       9.07476425       4.27214813    
   2.40631747       8.69737339       4.76278496    
   1.64838982       8.31998253       5.25342178    
  0.890462160       7.94259167       5.74405861    
  0.132534504       7.56520081       6.23469543    
  0.890462160       7.18780994       6.72533226    
   1.64838982       6.81041908       7.21596909    
   2.40631747       6.43302822       7.70660591    
   3.16424513       6.05563736       8.19724274    
   3.92217278       5.67824650       8.68787956    
   4.68010044       5.30085564       9.17851639    
   5.43802834       4.92346478       9.66915321    
   6.19595623       4.54607391       9.17851639    
   6.95388412       4.16868305       8.68787956    
   7.71181202       3.79129219       8.19724274    
   8.46973991       3.41390133       7.70660591    
   9.22766781       3.03651047       7.21596909    
   9.98559570       2.65911961       6.72533226    
   9.22766781       2.28172874       6.23469543    
   8.46973991       1.90433788       5.74405861    
   7.71181202       1.52694702       5.25342178    
   6.95388412       1.14955616       4.76278496    
   6.19595623      0.772165298       4.27214813    
   5.43802834      0.394774437       3.78151131    
   4.68010044      0.772165298       3.29087448    
   3.92217278       1.14955616       2.80023766    
   3.16424513       1.52694702       2.30960083    
   2.40631747       1.90433788       1.81896400    
   1.64838982       2.28172874       1.32832718    
  0.890462160       2.65911961      0.837690294    
  0.132534504       3.03651047      0.347053409    
  0.890462160       3.41390133      0.837690294    
   1.64838982       3.79129219       1.32832718    
   2.40631747       4.16868305       1.81896400    
   3.16424513       4.54607391       2.30960083    
   3.92217278       4.92346478       2.80023766    
   4.68010044       5.30085564       3.29087448    
   5.43802834       5.67824650       3.78151131    
   6.19595623       6.05563736       4.27214813    
   6.95388412       6.43302822       4.76278496    
   7.71181202       6.81041908       5.25342178    
   8.46973991       7.18780994       5.74405861    
   9.22766781       7.56520081       6.23469543    
   9.98559570       7.94259167       6.72533226    
   9.22766781       8.31998253       7.21596909    
   8.46973991       8.69737339       7.70660591    
   7.71181202       9.07476425       8.19724274    
   6.95388412       9.45215511       8.68787956    
   6.19595623       9.82954597       9.17851639    
   5.43802834       9.45215511       9.66915321    
   4.68010044       9.07476425       9.17851639    
   3.92217278       8.69737339       8.68787956    
   3.16424513       8.31998253       8.19724274    
   2.40631747       7.94259167       7.70660591    
   1.64838982       7.56520081       7.21596909    
  0.890462160       7.18780994       6.72533226    
  0.132534504       6.81041908       6.23469543    
  0.890462160       6.43302822       5.74405861    
   1.64838982       6.05563736       5.25342178    
   2.40631747       5.67824650       4.76278496    
   3.16424513       5.30085564       4.27214813    
   3.92217278       4.92346478       3.78151131    
   4.68010044       4.54607391       3.29087448    
   5.43802834       4.16868305       2.80023766    
   6.19595623       3.79129219       2.30960083    
   6.95388412       3.41390133       1.81896400    
   7.71181202       3.03651047       1.32832718    
   8.46973991       2.65911961      0.837690294    
   9.22766781       2.28172874      0.347053409    
   9.98559570       1.90433788      0.837690294    
   9.22766781       1.52694702       1.32832718    
   8.46973991       1.14955616       1.81896400    
   7.71181202      0.772165298       2.30960083    
   6.95388412      0.394774437       2.80023766    
   6.19595623      0.772165298       3.29087448    
   5.43802834       1.14955616       3.78151131    
   4.68010044       1.52694702       4.27214813    
   3.92217278       1.90433788       4.76278496    
   3.16424513       2.28172874       5.25342178    
   2.40631747       2.65911961       5.74405861    
   1.64838982       3.03651047       6.23469543    
  0.890462160       3.41390133       6.72533226    
  0.132534504       3.79129219       7.21596909    
  0.890462160       4.16868305       7.70660591    
   1.64838982       4.54607391       8.19724274    
   2.40631747       4.92346478       8.68787956    
   3.16424513       5.30085564       9.17851639    
   3.92217278       5.67824650       9.66915321    
   4.68010044       6.05563736       9.17851639    
   5.43802834       6.43302822       8.68787956    
   6.19595623       6.81041908       8.19724274    
   6.95388412       7.18780994       7.70660591    
   7.71181202       7.56520081       7.21596909    
   8.46973991       7.94259167       6.72533226    
   9.22766781       8.31998253       6.23469543    
   9.98559570       8.69737339       5.74405861    
   9.22766781       9.07476425       5.25342178    
   8.46973991       9.45215511       4.76278496    
   7.71181202       9.82954597       4.27214813    
   6.95388412       9.45215511       3.78151131    
   6.19595623       9.07476425       3.29087448    
   5.43802834       8.69737339       2.80023766    
   4.68010044       8.31998253       2.30960083    
   3.92217278       7.94259167       1.81896400    
   3.16424513       7.56520081       1.32832718    
   2.40631747       7.18780994      0.837690294    
   1.64838982       6.81041908      0.347053409    
  0.890462160       6.43302822      0.837690294    
  0.132534504       6.05563736       1.32832718    
  0.890462160       5.67824650       1.81896400    
   1.64838982       5.30085564       2.30960083    
   2.40631747       4.92346478       2.80023766    
   3.16424513       4.54607391       3.29087448    
   3.92217278       4.16868305       3.78151131    
   4.68010044       3.79129219       4.27214813    
   5.43802834       3.41390133       4.76278496    
   6.19595623       3.03651047       5.25342178    
   6.95388412       2.65911961       5.74405861    
   7.71181202       2.28172874       6.23469543    
   8.46973991       1.90433788       6.72533226    
   9.22766781       1.52694702       7.21596909    
   9.98559570       1.14955616       7.70660591    
   9.22766781      0.772165298       8.19724274    
   8.46973991      0.394774437       8.68787956    
   7.71181202      0.772165298       9.17851639    
   6.95388412       1.14955616       9.66915321    
   6.19595623       1.52694702       9.17851639    
   5.43802834       1.90433788       8.68787956    
   4.68010044       2.28172874       8.19724274    
   3.92217278       2.65911961       7.70660591    
   3.16424513       3.03651047       7.21596909    
   2.40631747       3.41390133       6.72533226    
   1.64838982       3.79129219       6.23469543    
  0.890462160       4.16868305       5.74405861    
  0.132534504       4.54607391       5.25342178    
  0.890462160       4.92346478       4.76278496    
   1.64838982       5.30085564       4.27214813    
   2.40631747       5.67824650       3.78151131    
   3.16424513       6.05563736       3.29087448    
   3.92217278       6.43302822       2.80023766    
   4.68010044       6.81041908       2.30960083    
   5.43802834       7.18780994       1.81896400    
   6.19595623       7.56520081       1.32832718    
   6.95388412       7.94259167      0.837690294    
   7.71181202       8.31998253      0.347053409    
   8.46973991       8.69737339      0.837690294    
   9.22766781       9.07476425       1.32832718    
   9.98559570       9.45215511       1.81896400    
   9.22766781       9.82954597       2.30960083    
   8.46973991       9.45215511       2.80023766    
   7.71181202       9.07476425       3.29087448    
   6.95388412       8.69737339       3.78151131    
   6.19595623       8.31998253       4.27214813    
   5.43802834       7.94259167       4.76278496    
   4.68010044       7.56520081       5.25342178    
   3.92217278       7.18780994       5.74405861    
   3.16424513       6.81041908       6.23469543    
   2.40631747       6.43302822       6.72533226    
   1.64838982       6.05563736       7.21596909    
  0.890462160       5.67824650       7.70660591    
  0.132534504       5.30085564       8.19724274    
  0.890462160       4.92346478       8.68787956    
   1.64838982       4.54607391       9.17851639    
   2.40631747       4.16868305       9.66915321    
   3.16424513       3.79129219       9.17851639    
   3.92217278       3.41390133       8.68787956    
   4.68010044       3.03651047       8.19724274    
   5.43802834       2.65911961       7.70660591    
   6.19595623       2.28172874       7.21596909    
   6.95388412       1.90433788       6.72533226    
   7.71181202       1.52694702       6.23469543    
   8.46973991       1.14955616       5.74405861    
   9.22766781      0.772165298       5.25342178    
   9.98559570      0.394774437       4.76278496    
   9.22766781      0.772165298       4.27214813    
   8.46973991       1.14955616       3.78151131    
   7.71181202       1.52694702       3.29087448    
   6.95388412       1.90433788       2.80023766    
   6.19595623       2.28172874       2.30960083    
   5.43802834       2.65911961       1.81896400    
   4.68010044       3.03651047       1.32832718    
   3.92217278       3.41390133      0.837690294    
   3.16424513       3.79129219      0.347053409    
   2.40631747       4.16868305      0.837690294    
   1.64838982       4.54607391       1.32832718    
  0.890462160       4.92346478       1.81896400    
  0.132534504       5.30085564       2.30960083    
  0.890462160       5.67824650       2.80023766    
   1.64838982       6.05563736       3.29087448    
   2.40631747       6.43302822       3.78151131    
   3.16424513       6.81041908       4.27214813    
   3.92217278       7.18780994       4.76278496    
   4.68010044       7.56520081       5.25342178    
   5.43802834       7.94259167       5.74405861    
   6.19595623       8.31998253       6.23469543    
   6.95388412       8.69737339       6.72533226    
   7.71181202       9.07476425       7.21596909    
   8.46973991       9.45215511       7.70660591    
   9.22766781       9.82954597       8.19724274    
   9.98559570       9.45215511       8.68787956    
   9.22766781       9.07476425       9.17851639    
   8.46973991       8.69737339       9.66915321    
   7.71181202       8.31998253       9.17851639    
   6.95388412       7.94259167       8.68787956    
   6.19595623       7.56520081       8.19724274    
   5.43802834       7.18780994       7.70660591    
   4.68010044       6.81041908       7.21596909    
   3.92217278       6.43302822       6.72533226    
   3.16424513       6.05563736       6.23469543    
   2.40631747       5.67824650       5.74405861    
   1.64838982       5.30085564       5.25342178    
  0.890462160       4.92346478       4.76278496    
  0.132534504       4.54607391       4.27214813    
  0.890462160       4.16868305       3.78151131    
   1.64838982       3.79129219       3.29087448    
   2.40631747       3.41390133       2.80023766    
   3.16424513       3.03651047       2.30960083    
   3.92217278       2.65911961       1.81896400    
   4.68010044       2.28172874       1.32832718    
   5.43802834       1.90433788      0.837690294    
   6.19595623       1.52694702      0.347053409    
   6.95388412       1.14955616      0.837690294    
   7.71181202      0.772165298       1.32832718    
   8.46973991      0.394774437       1.81896400    
   9.22766781      0.772165298       2.30960083    
   9.98559570       1.14955616       2.80023766    
   9.22766781       1.52694702       3.29087448    
   8.46973991       1.90433788       3.78151131    
   7.71181202       2.28172874       4.27214813    
   6.95388412       2.65911961       4.76278496    
   6.19595623       3.03651047       5.25342178    
   5.43802834       3.41390133       5.74405861    
   4.68010044       3.79129219       6.23469543    
   3.92217278       4.16868305       6.72533226    
   3.16424513       4.54607391       7.21596909    
   2.40631747       4.92346478       7.70660591    
   1.64838982       5.30085564       8.19724274    
  0.890462160       5.67824650       8.68787956    
  0.132534504       6.05563736       9.17851639    
  0.890462160       6.43302822       9.66915321    
   1.64838982       6.81041908       9.17851639    
   2.40631747       7.18780994       8.68787956    
   3.16424513       7.56520081       8.19724274    
   3.92217278       7.94259167       7.70660591    
   4.68010044       8.31998253       7.21596909    
   5.43802834       8.69737339       6.72533226    
   6.19595623       9.07476425       6.23469543    
   6.95388412       9.45215511       5.74405861    
   7.71181202       9.82954597       5.25342178    
   8.46973991       9.45215511       4.76278496    
   9.22766781       9.07476425       4.27214813    
   9.98559570       8.69737339       3.78151131    
   9.22766781       8.31998253       3.29087448    
   8.46973991       7.94259167       2.80023766    
   7.71181202       7.56520081       2.30960083    
   6.95388412       7.18780994       1.81896400    
   6.19595623       6.81041908       1.32832718    
   5.43802834       6.43302822      0.837690294    
   4.68010044       6.05563736      0.347053409    
   3.92217278       5.67824650      0.837690294    
   3.16424513       5.30085564       1.32832718    
   2.40631747       4.92346478       1.81896400    
   1.64838982       4.54607391       2.30960083    
  0.890462160       4.16868305       2.80023766    
  0.132534504       3.79129219       3.29087448    
  0.890462160       3.41390133       3.78151131    
   1.64838982       3.03651047       4.27214813    
   2.40631747       2.65911961       4.76278496    
   3.16424513       2.28172874       5.25342178    
   3.92217278       1.90433788       5.74405861    
   4.68010044       1.52694702       6.23469543    
   5.43802834       1.14955616       6.72533226    
   6.19595623      0.772165298       7.21596909    
   6.95388412      0.394774437       7.70660591    
   7.71181202      0.772165298       8.19724274    
   8.46973991       1.14955616       8.68787956    
   9.22766781       1.52694702       9.17851639    
   9.98559570       1.90433788       9.66915321    
   9.22766781       2.28172874       9.17851639    
   8.46973991       2.65911961       8.68787956    
   7.71181202       3.03651047       8.19724274    
   6.95388412       3.41390133       7.70660591    
   6.19595623       3.79129219       7.21596909    
   5.43802834       4.16868305       6.72533226    
   4.68010044       4.54607391       6.23469543    
   3.92217278       4.92346478       5.74405861    
   3.16424513       5.30085564       5.25342178    
   2.40631747       5.67824650       4.76278496    
